PLAYER,NATION,POS,SQUAD,COMP,AGE,BORN,NINETIES_PLAYED,TOUCHES,TOUCHES_DEF_PEN,TOUCHES_DEF_3RD,TOUCHES_MID_3RD,TOUCHES_ATT_3RD,TOUCHES_ATT_PEN,LIVE_TOUCHES,TAKE_ONS_ATT,TAKE_ONS_SUCC,TAKE_ONS_SUCC_PCT,TAKE_ONS_TKLD,TAKE_ONS_TKLD_PCT,CARRIES,TOT_DIST,PRG_DIST,PRG_CARRIES,CARRIES_FINAL_THIRD,CARRIES_PEN_AREA,MISCONTROL,DISSPOSSESSED,PASSES_RECEIVED,PRG_PASSES_RECEIVED
Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22,2002,25.9,1081,11,85,532,480,95,1079,67,29,43.3,31,46.3,565,2356,1092,31,26,11,88,50,712,106
Romain Esse,ENG,MF,Crystal Palace,Premier League,19,2005,1.5,72,1,14,29,29,9,72,6,2,33.3,4,66.7,38,123,49,1,1,2,6,2,43,14
Samuel Essende,COD,FW,Augsburg,Bundesliga,26,1998,18.2,564,10,43,262,270,93,564,52,14,26.9,32,61.5,347,1652,699,33,19,20,86,37,433,118
Dario Essugo,POR,MF,Las Palmas,La Liga,19,2005,21.5,1228,75,362,732,148,10,1228,18,12,66.7,5,27.8,582,2787,1382,18,21,2,35,21,763,8
Estanis,ESP,FW,Bologna,Serie A,20,2003,0.1,13,0,0,1,12,6,13,3,2,66.7,1,33.3,5,39,20,1,0,1,0,0,6,1
Nahuel Estévez,ARG,MF,Parma,Serie A,28,1995,7.3,379,33,107,208,66,2,379,3,3,100.0,0,0.0,148,463,188,3,0,0,3,4,199,4
Pervis Estupiñán,ECU,DF,Brighton,Premier League,26,1998,26.7,1915,89,493,936,506,35,1915,34,19,55.9,13,38.2,1023,5007,2689,59,61,9,34,27,1144,112
Etienne Eto'o,CMR,FW,Rayo Vallecano,La Liga,21,2002,0.4,13,1,1,5,7,2,13,2,0,0.0,2,100.0,4,9,0,0,0,0,2,0,9,1
Karl Etta,CMR,"MF,FW",Villarreal,La Liga,20,2003,0.4,9,0,1,2,6,1,9,0,0,,0,,5,15,0,0,0,0,4,0,5,0
Evanilson,BRA,FW,Bournemouth,Premier League,24,1999,25.8,558,23,56,208,299,127,557,21,7,33.3,8,38.1,333,1822,861,29,18,15,38,24,400,99
Jake Evans,,FW,Leicester City,Premier League,,,0.3,5,0,1,3,1,0,5,0,0,,0,,1,1,0,0,0,0,0,1,3,1
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36,1988,3.5,250,36,139,100,15,3,250,1,1,100.0,0,0.0,143,574,242,3,2,0,1,0,151,3
Edu Expósito,ESP,MF,Espanyol,La Liga,27,1996,11.6,630,22,105,308,230,26,630,28,15,53.6,13,46.4,340,1757,954,23,20,4,29,18,382,41
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26,1998,28.8,1415,17,193,661,598,95,1413,137,67,48.9,62,45.3,840,5067,2379,68,48,22,55,45,907,153
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22,2001,22.0,1081,10,120,407,585,151,1080,103,46,44.7,37,35.9,706,5210,3025,117,75,58,64,50,797,215
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21,2003,11.4,328,5,41,153,142,47,328,16,2,12.5,9,56.3,198,1292,356,14,6,5,30,18,236,43
Łukasz Fabiański,POL,GK,West Ham,Premier League,39,1985,12.9,530,414,525,5,0,0,530,3,3,100.0,0,0.0,285,1485,890,0,0,0,0,0,248,0
Alieu Fadera,GAM,"FW,DF",Como,Serie A,22,2001,18.3,844,16,148,326,391,60,844,68,26,38.2,34,50.0,544,3868,2239,74,34,32,41,33,533,160
Wout Faes,BEL,DF,Leicester City,Premier League,26,1998,31.3,1906,318,962,885,68,27,1906,6,5,83.3,1,16.7,1107,5050,2928,12,13,2,17,6,1268,1
Nicolò Fagioli,ITA,MF,Fiorentina,Serie A,23,2001,10.7,713,22,146,391,185,8,713,22,10,45.5,9,40.9,480,2460,1004,15,27,0,17,12,527,19
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23,2001,6.3,470,11,77,283,112,10,470,3,2,66.7,1,33.3,311,2051,1035,19,22,2,11,2,387,18
Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,26,1998,10.0,479,2,58,231,198,34,478,42,17,40.5,22,52.4,310,2050,928,24,23,9,13,7,355,49
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29,1995,38.0,1321,1174,1315,6,0,0,1321,0,0,,0,,727,3904,2291,0,0,0,1,0,585,0
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,32,1991,2.9,136,15,47,47,43,4,136,1,0,0.0,1,100.0,55,232,106,2,1,0,3,0,66,13
Abdul Fatawu Issahaku,GHA,FW,Leicester City,Premier League,20,2004,6.4,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60
Ansu Fati,ESP,FW,Barcelona,La Liga,21,2002,2.6,170,0,8,59,105,22,170,11,5,45.5,5,45.5,107,586,234,7,7,4,10,4,134,32
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20,2004,11.4,663,19,129,367,175,17,663,38,17,44.7,20,52.6,340,2150,923,25,15,7,18,13,426,42
Jacopo Fazzini,ITA,MF,Empoli,Serie A,21,2003,15.4,639,14,93,298,260,43,639,48,23,47.9,19,39.6,364,2344,1117,34,25,15,39,33,426,88
Nabil Fekir,FRA,MF,Betis,La Liga,31,1993,2.0,108,0,3,52,53,6,108,5,0,0.0,4,80.0,72,479,259,9,4,2,4,6,85,18
Mattia Felici,ITA,"MF,FW",Cagliari,Serie A,23,2001,10.3,422,13,76,151,202,37,422,57,19,33.3,30,52.6,259,1802,962,39,18,19,26,10,280,75
Luiz Felipe,ITA,DF,Marseille,Ligue 1,27,1997,1.4,86,7,36,46,5,0,86,2,1,50.0,1,50.0,47,197,95,0,0,0,1,0,55,0
João Félix,POR,"FW,MF",Chelsea,Premier League,24,1999,4.1,272,2,26,128,125,30,272,31,10,32.3,14,45.2,193,1248,712,21,13,5,6,4,218,30
João Félix,POR,MF,Milan,Serie A,24,1999,8.4,408,8,52,191,169,43,408,35,15,42.9,15,42.9,275,1606,716,20,24,12,16,9,329,56
Frank Feller,GER,GK,Heidenheim,Bundesliga,20,2004,1.3,70,53,70,0,0,0,70,0,0,,0,,34,104,37,0,0,0,0,0,37,0
Kiko Femenía,ESP,DF,Villarreal,La Liga,33,1991,24.7,1710,95,630,812,280,9,1710,24,17,70.8,6,25.0,902,4937,2602,52,30,0,22,10,1036,44
Evan Ferguson,IRL,FW,West Ham,Premier League,19,2004,1.7,66,1,6,30,31,10,66,5,3,60.0,2,40.0,31,123,41,1,1,1,8,5,42,7
Evan Ferguson,IRL,FW,Brighton,Premier League,19,2004,2.7,88,7,13,50,26,9,88,2,1,50.0,1,50.0,42,183,56,2,1,2,5,6,52,9
Lewis Ferguson,SCO,MF,Bologna,Serie A,24,1999,10.9,748,13,91,469,193,18,747,9,5,55.6,2,22.2,471,2769,1173,20,21,2,13,10,527,26
Zinedine Ferhat,ALG,"FW,MF",Angers,Ligue 1,31,1993,9.4,550,11,67,257,231,19,550,22,10,45.5,10,45.5,292,1453,553,16,10,4,21,15,390,64
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,29,1994,33.5,2649,62,428,1263,983,80,2646,67,28,41.8,33,49.3,1542,7244,3866,77,65,14,43,43,1853,129
Edimilson Fernandes,SUI,"MF,DF",Brest,Ligue 1,28,1996,12.3,684,61,231,384,76,7,684,4,3,75.0,1,25.0,399,2539,1052,7,9,0,17,9,458,3
Mateus Fernandes,POR,MF,Southampton,Premier League,20,2004,32.3,1760,72,385,867,547,49,1760,109,49,45.0,49,45.0,897,5736,3143,76,70,9,58,36,1077,108
Aitor Fernández,ESP,GK,Osasuna,La Liga,33,1991,1.0,50,45,50,0,0,0,50,0,0,,0,,27,146,105,0,0,0,0,0,17,0
Álvaro Fernández,ESP,GK,Sevilla,La Liga,26,1998,8.3,349,272,347,2,0,0,349,0,0,,0,,187,856,400,0,0,0,0,0,196,0
Enzo Fernández,ARG,MF,Chelsea,Premier League,23,2001,32.7,2210,37,346,1129,751,81,2210,55,26,47.3,21,38.2,1211,5652,2735,60,55,9,29,28,1622,126
Pelayo Fernandez,ESP,DF,Rayo Vallecano,La Liga,21,2003,1.1,39,8,26,14,0,0,39,0,0,,0,,16,77,38,0,0,0,0,1,16,0
Roberto Férnandez,ESP,FW,Espanyol,La Liga,22,2002,16.6,436,26,70,222,151,37,436,27,11,40.7,16,59.3,227,877,283,7,10,3,55,16,292,50
Valery Fernández,ESP,"MF,FW",Mallorca,La Liga,24,1999,3.4,133,5,22,69,44,8,133,6,1,16.7,5,83.3,75,411,126,2,3,1,5,3,90,14
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Matias Fernandez-Pardo,BEL,"FW,MF",Lille,Ligue 1,19,2005,11.8,429,7,38,137,267,51,429,50,20,40.0,26,52.0,285,2428,1270,46,30,26,23,13,311,85
André Ferreira,POR,GK,Valladolid,La Liga,28,1996,6.0,216,185,215,1,0,0,216,0,0,,0,,83,441,280,0,0,0,0,0,78,0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,32,1992,19.7,1433,35,316,869,265,13,1433,28,9,32.1,16,57.1,802,3793,1663,19,16,2,16,27,1066,42
Daniel Fila,CZE,FW,Venezia,Serie A,21,2002,5.5,147,5,12,68,68,19,147,4,2,50.0,1,25.0,82,372,121,5,6,1,16,14,102,30
Karol Fila,POL,MF,Strasbourg,Ligue 1,26,1998,0.1,4,0,2,2,0,0,4,0,0,,0,,1,1,1,0,0,0,0,0,2,0
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,23,2000,25.5,1529,87,527,666,348,20,1529,23,10,43.5,13,56.5,704,4025,2047,51,31,5,31,9,794,89
Mark Flekken,NED,GK,Brentford,Premier League,31,1993,36.4,1824,1436,1777,52,0,0,1824,1,1,100.0,0,0.0,1122,5725,3253,0,0,0,3,0,1015,0
Alessandro Florenzi,ITA,FW,Milan,Serie A,33,1991,0.1,4,0,1,1,2,0,4,0,0,,0,,4,8,2,0,0,0,0,0,4,0
Mateo Flores,ESP,MF,Betis,La Liga,20,2004,1.7,84,4,27,47,11,1,84,0,0,,0,,47,189,55,0,0,0,3,3,50,2
Phil Foden,ENG,"MF,FW",Manchester City,Premier League,24,2000,19.7,1139,13,85,382,681,83,1139,43,14,32.6,23,53.5,722,3720,1782,50,30,17,36,31,894,128
Malick Fofana,BEL,FW,Lyon,Ligue 1,19,2005,17.7,828,7,79,284,487,95,828,59,24,40.7,31,52.5,587,4362,2643,112,57,39,36,18,645,205
Rayan Fofana,FRA,"FW,MF",Lens,Ligue 1,18,2006,0.3,14,0,3,7,5,0,14,1,0,0.0,1,100.0,7,36,3,0,0,0,1,0,6,2
Seko Fofana,CIV,MF,Rennes,Ligue 1,29,1995,9.4,640,11,80,360,204,25,640,24,12,50.0,11,45.8,394,2234,1132,32,18,5,9,6,514,38
Wesley Fofana,FRA,DF,Chelsea,Premier League,23,2000,13.0,933,81,370,523,55,10,933,15,8,53.3,3,20.0,557,3149,1614,19,12,1,16,5,665,4
Yahia Fofana,CIV,GK,Angers,Ligue 1,23,2000,33.0,1110,981,1104,6,0,0,1110,2,2,100.0,0,0.0,555,3389,2288,0,0,0,0,0,366,0
Youssouf Fofana,FRA,MF,Milan,Serie A,25,1999,27.8,1655,35,328,1093,258,21,1655,31,14,45.2,17,54.8,986,5773,3150,44,49,5,30,20,1221,32
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,28,1996,20.4,1112,72,416,483,221,17,1112,17,7,41.2,9,52.9,521,2715,1474,36,11,4,16,3,584,50
Michael Folorunsho,ITA,"FW,MF",Fiorentina,Serie A,26,1998,7.2,342,6,71,164,113,16,342,18,9,50.0,6,33.3,190,1030,429,13,5,5,12,9,213,33
Michael Folorunsho,ITA,"FW,MF",Napoli,Serie A,26,1998,0.4,26,0,3,17,7,1,26,3,0,0.0,3,100.0,6,57,10,0,0,0,2,0,13,2
Lamine Fomba,FRA,MF,Saint-Étienne,Ligue 1,26,1998,2.4,183,6,29,117,39,3,183,3,2,66.7,1,33.3,114,705,291,5,5,0,8,2,134,5
Carlos Forbs,POR,"MF,FW",Wolves,Premier League,20,2004,2.7,121,3,23,39,60,13,121,12,7,58.3,5,41.7,75,468,321,10,3,8,7,4,85,28
Pablo Fornals,ESP,"MF,FW",Betis,La Liga,28,1996,20.3,1272,20,171,684,428,36,1272,28,8,28.6,20,71.4,777,3245,1523,32,34,7,24,16,911,85
Omari Forson,ENG,"MF,FW",Monza,Serie A,20,2004,2.5,140,0,15,57,69,2,140,9,6,66.7,2,22.2,103,787,426,14,14,1,8,6,111,18
Fraser Forster,ENG,GK,Tottenham,Premier League,36,1988,7.0,228,212,228,0,0,0,228,1,1,100.0,0,0.0,113,501,264,0,0,0,1,0,94,0
Héctor Fort,ESP,DF,Barcelona,La Liga,17,2006,6.5,573,18,111,300,166,17,573,9,2,22.2,7,77.8,308,1255,679,14,15,2,4,4,397,33
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dimitri Foulquier,FRA,DF,Valencia,La Liga,31,1993,25.5,1530,64,451,770,319,26,1530,33,8,24.2,16,48.5,749,4153,2372,48,33,7,30,16,882,66
Juan Foyth,ARG,DF,Villarreal,La Liga,26,1998,16.9,1190,199,631,460,111,21,1190,9,4,44.4,4,44.4,607,3416,2328,13,14,0,11,2,727,11
Fran,ESP,GK,Real Madrid,La Liga,19,2005,1.0,22,20,22,0,0,0,22,0,0,,0,,12,40,23,0,0,0,0,0,13,0
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,20,2004,0.6,33,2,5,11,17,7,33,0,0,,0,,20,130,85,4,1,3,2,0,22,4
Alejandro Francés,ESP,DF,Girona,La Liga,21,2002,13.0,969,66,343,503,130,7,969,14,7,50.0,6,42.9,496,2628,1469,18,9,1,8,1,632,21
Przemysław Frankowski,POL,DF,Lens,Ligue 1,29,1995,15.4,1230,42,240,546,454,38,1228,16,6,37.5,9,56.3,637,3033,1514,33,35,2,16,8,800,95
Enric Franquesa,ESP,"DF,FW",Leganés,La Liga,27,1997,6.8,306,12,89,157,68,6,306,21,9,42.9,7,33.3,133,793,337,11,10,2,21,2,151,30
Ryan Fraser,SCO,"FW,DF",Southampton,Premier League,30,1994,3.4,131,12,45,50,37,3,131,3,2,66.7,1,33.3,74,492,252,10,5,2,4,2,94,18
Davide Frattesi,ITA,MF,Inter,Serie A,24,1999,13.6,499,20,96,261,152,44,499,18,7,38.9,7,38.9,296,1650,858,23,15,7,20,4,345,50
Tyler Fredricson,ENG,DF,Manchester Utd,Premier League,19,2005,1.8,141,11,64,68,9,1,141,1,1,100.0,0,0.0,86,279,114,2,1,0,2,0,95,0
Morten Frendrup,DEN,MF,Genoa,Serie A,23,2001,34.5,1647,84,424,939,303,22,1647,24,10,41.7,11,45.8,737,3540,1548,24,20,5,41,24,876,29
Martin Frese,DEN,DF,Hellas Verona,Serie A,26,1998,6.1,320,19,104,158,59,4,320,2,0,0.0,0,0.0,153,674,390,7,6,0,4,0,174,12
Remo Freuler,SUI,MF,Bologna,Serie A,32,1992,35.6,2245,67,394,1419,448,32,2245,13,5,38.5,7,53.8,1216,5508,2556,39,44,1,32,14,1506,56
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,26,1998,24.0,1769,251,1025,715,35,5,1769,8,6,75.0,2,25.0,1069,4836,2108,4,5,0,12,7,1101,1
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,28,1995,11.0,822,90,426,370,27,17,822,2,2,100.0,0,0.0,502,2464,1284,11,3,0,5,3,583,3
Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,23,2000,25.7,1205,20,144,394,677,112,1205,78,25,32.1,47,60.3,673,4175,2389,100,41,32,45,26,827,272
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,27,1997,27.7,1010,25,165,328,544,107,1010,104,32,30.8,62,59.6,605,3941,2074,77,50,28,81,38,675,201
Darío Fuentes,ESP,DF,Sevilla,La Liga,21,2003,0.1,2,0,0,0,2,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Chris Führich,GER,"MF,FW",Stuttgart,Bundesliga,26,1998,22.0,1220,20,109,438,687,115,1220,85,40,47.1,42,49.4,782,6087,3161,114,68,54,37,26,905,202
Shiō Fukuda,JPN,FW,Gladbach,Bundesliga,20,2004,0.7,18,0,0,6,12,5,18,3,1,33.3,2,66.7,8,22,7,0,1,0,1,1,13,3
Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,27,1996,11.6,801,8,87,340,381,50,801,38,11,28.9,24,63.2,494,2511,1283,29,26,8,28,24,613,113
Niclas Füllkrug,GER,FW,West Ham,Premier League,31,1993,8.8,277,19,27,142,110,40,277,8,1,12.5,6,75.0,123,435,215,7,4,2,18,7,205,31
Kyogo Furuhashi,JPN,FW,Rennes,Ligue 1,29,1995,1.4,20,0,4,8,8,2,20,0,0,,0,,10,24,18,0,0,0,3,1,12,3
Manuel Fuster,ESP,"FW,MF",Las Palmas,La Liga,26,1997,11.1,742,19,93,364,288,23,742,17,5,29.4,9,52.9,410,2011,1016,23,15,3,20,16,533,75
Matteo Gabbia,ITA,DF,Milan,Serie A,24,1999,23.9,1635,188,837,759,41,21,1635,1,1,100.0,0,0.0,1023,4706,2481,13,5,0,5,1,1214,2
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Tommaso Gabellini,ITA,FW,Torino,Serie A,17,2006,0.1,4,0,0,1,3,0,4,0,0,,0,,4,37,37,1,1,0,0,0,3,0
Tiago Gabriel,POR,DF,Lecce,Serie A,19,2004,1.1,56,9,33,23,0,0,56,0,0,,0,,31,121,56,0,0,0,0,0,32,0
Alessandro Gabrielloni,ITA,"FW,MF",Como,Serie A,30,1994,1.6,64,3,5,25,36,7,64,0,0,,0,,43,247,128,5,2,1,2,3,44,13
Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,24,2000,11.2,490,10,44,225,224,43,490,27,14,51.9,13,48.1,297,1318,435,11,15,7,31,16,356,82
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,30,1994,2.0,141,7,30,102,10,1,141,2,1,50.0,1,50.0,101,567,280,5,1,0,4,4,106,3
Cody Gakpo,NED,FW,Liverpool,Premier League,25,1999,21.5,888,28,91,258,557,110,888,61,31,50.8,21,34.4,605,4320,2208,59,34,28,45,24,677,278
Javi Galán,ESP,DF,Atlético Madrid,La Liga,29,1994,19.8,1270,51,406,529,344,16,1270,78,28,35.9,38,48.7,739,3917,2315,52,34,6,22,15,779,107
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,30,1993,16.4,978,21,153,618,222,8,978,23,16,69.6,5,21.7,524,2660,1266,27,14,3,17,16,672,39
Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,24,2000,18.1,1062,35,232,555,287,38,1062,42,17,40.5,18,42.9,674,2788,1104,24,23,7,25,23,755,64
Antonino Gallo,ITA,DF,Lecce,Serie A,24,2000,29.0,1587,116,577,638,386,15,1587,29,13,44.8,11,37.9,662,3630,1973,57,39,5,37,14,735,110
Gauthier Gallon,FRA,GK,Rennes,Ligue 1,31,1993,0.5,19,12,18,1,0,0,19,0,0,,0,,12,75,45,0,0,0,0,0,13,0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,34,1989,2.5,154,6,47,75,34,4,154,2,0,0.0,2,100.0,84,375,147,2,1,1,3,0,85,9
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,34,1989,34.0,1801,72,432,1045,336,21,1801,39,18,46.2,19,48.7,861,4046,1752,27,27,4,32,38,1048,27
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,25,1999,2.7,112,3,16,48,49,15,112,11,5,45.5,5,45.5,73,413,153,5,5,4,8,3,84,26
Silvère Ganvoula M'Boussy,CGO,FW,Monza,Serie A,28,1996,3.6,103,4,7,61,36,11,103,8,2,25.0,5,62.5,73,325,84,3,4,3,18,8,83,21
Facundo Garcés,MAS,DF,Alavés,La Liga,24,1999,7.5,280,44,122,137,21,13,280,0,0,,0,,114,484,187,3,0,0,2,0,129,3
Aleix García,ESP,MF,Leverkusen,Bundesliga,27,1997,16.2,1503,45,225,831,452,11,1503,5,4,80.0,1,20.0,787,3463,1633,27,34,1,10,5,1169,47
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1992,28.4,1164,31,204,357,611,127,1164,27,10,37.0,15,55.6,644,3004,1484,68,28,25,61,16,746,245
Andrés García,ESP,"DF,MF",Aston Villa,Premier League,21,2003,3.5,256,8,38,108,112,2,256,18,5,27.8,12,66.7,159,1262,673,26,13,2,10,6,168,28
Eric García,ESP,"DF,MF",Barcelona,La Liga,23,2001,17.4,1517,66,369,927,225,25,1517,12,5,41.7,5,41.7,852,3500,1877,18,12,1,17,5,1125,22
Fran Garcia,ESP,DF,Real Madrid,La Liga,24,1999,24.1,1792,71,498,703,606,33,1792,23,8,34.8,15,65.2,1001,4606,2683,78,52,15,20,10,1162,177
Gonzalo García,ESP,"FW,DF",Real Madrid,La Liga,20,2004,0.6,22,0,1,6,15,5,22,0,0,,0,,14,66,19,0,0,0,0,3,17,3
Joan García,ESP,GK,Espanyol,La Liga,23,2001,38.0,1348,1137,1341,7,1,1,1348,0,0,,0,,781,4759,3182,0,0,0,2,0,524,0
Pablo Garcia,ESP,FW,Betis,La Liga,17,2006,0.4,23,0,3,7,14,2,23,2,1,50.0,1,50.0,16,120,59,2,0,1,3,1,15,8
Rubén García,ESP,"FW,MF",Osasuna,La Liga,31,1993,26.8,1467,31,205,649,629,64,1467,36,12,33.3,20,55.6,779,3542,1382,37,46,13,39,21,969,157
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ulisses Garcia,SUI,DF,Marseille,Ligue 1,28,1996,10.3,712,24,152,357,206,21,712,18,7,38.9,11,61.1,386,1759,858,23,10,1,15,11,480,87
Unai García,ESP,DF,Osasuna,La Liga,32,1992,0.7,43,5,25,16,2,1,43,0,0,,0,,19,63,41,0,0,0,1,0,31,0
Alejandro Garnacho,ARG,"MF,FW",Manchester Utd,Premier League,20,2004,24.4,1159,13,130,364,683,176,1159,89,26,29.2,55,61.8,840,6365,3245,141,72,67,64,48,888,290
James Garner,ENG,"MF,DF",Everton,Premier League,23,2001,17.7,977,40,226,511,248,15,977,19,7,36.8,12,63.2,478,2187,842,15,19,2,16,9,550,30
Yarek Gasiorowski,ESP,DF,Valencia,La Liga,19,2005,10.5,620,73,295,309,22,6,620,0,0,,0,,276,1329,736,9,2,0,1,0,337,0
Federico Gatti,ITA,DF,Juventus,Serie A,26,1998,24.4,1687,170,788,851,63,27,1687,13,7,53.8,5,38.5,1165,7650,4081,24,14,1,12,8,1290,6
Gavi,ESP,"MF,FW",Barcelona,La Liga,19,2004,12.1,943,10,107,601,240,34,943,18,9,50.0,5,27.8,557,2274,1128,13,16,1,19,9,712,42
Paulo Gazzaniga,ARG,GK,Girona,La Liga,32,1992,35.5,1289,1118,1283,6,0,0,1289,4,3,75.0,1,25.0,775,3613,2167,0,0,0,1,0,749,0
Jean-Philippe Gbamin,CIV,MF,Nantes,Ligue 1,28,1995,2.4,143,4,26,97,21,4,143,2,1,50.0,1,50.0,83,287,124,2,2,0,5,1,90,1
Mory Gbane,CIV,"DF,MF",Reims,Ligue 1,23,2000,12.5,694,108,339,302,59,7,694,7,5,71.4,2,28.6,363,2145,1025,3,12,0,8,4,410,9
Yann Gboho,FRA,"MF,FW",Toulouse,Ligue 1,23,2001,25.9,953,5,84,402,494,124,953,122,50,41.0,66,54.1,690,4979,2956,116,74,37,66,50,709,189
David de Gea,ESP,GK,Fiorentina,Serie A,33,1990,35.0,1207,1055,1204,3,0,0,1207,0,0,,0,,675,3252,1943,0,0,0,0,0,583,0
Viggo Gebel,GER,MF,RB Leipzig,Bundesliga,16,2007,0.2,6,0,0,3,3,1,6,1,0,0.0,1,100.0,5,18,4,0,0,0,1,0,5,3
Lutsharel Geertruida,NED,DF,RB Leipzig,Bundesliga,24,2000,17.3,1266,61,375,758,147,19,1266,14,7,50.0,7,50.0,642,2612,1357,21,15,3,14,4,839,34
Dennis Geiger,GER,"MF,FW",Hoffenheim,Bundesliga,26,1998,8.2,441,14,84,260,99,8,441,8,4,50.0,2,25.0,259,1326,605,12,15,2,9,8,303,21
Valentin Gendrey,FRA,DF,Lecce,Serie A,24,2000,2.0,69,3,16,38,15,3,69,0,0,,0,,32,254,144,7,4,0,1,0,39,4
Valentin Gendrey,FRA,DF,Hoffenheim,Bundesliga,24,2000,15.7,874,61,241,337,302,28,874,11,3,27.3,8,72.7,363,1547,852,24,15,7,24,11,425,86
Denis Genreau,AUS,MF,Toulouse,Ligue 1,25,1999,2.5,160,6,26,68,67,7,160,3,1,33.3,2,66.7,79,451,254,9,6,1,5,4,98,7
Tyrique George,ENG,FW,Chelsea,Premier League,18,2006,2.0,70,1,11,21,39,9,70,5,3,60.0,2,40.0,46,373,209,9,1,5,3,0,53,22
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,Bundesliga,30,1994,16.9,854,49,222,407,231,32,854,8,1,12.5,7,87.5,438,1950,1001,27,14,5,19,3,519,63
Max Geschwill,GER,DF,Holstein Kiel,Bundesliga,23,2001,14.2,827,80,412,348,72,13,827,5,2,40.0,3,60.0,379,1631,781,6,4,0,5,2,478,16
Daniele Ghilardi,ITA,DF,Hellas Verona,Serie A,21,2003,22.5,1070,118,479,529,67,18,1070,9,2,22.2,2,22.2,529,2685,1318,16,16,1,9,2,606,7
Lautaro Gianetti,ARG,DF,Udinese,Serie A,30,1993,9.8,499,104,288,195,18,8,499,2,0,0.0,2,100.0,207,860,266,0,1,1,2,0,256,3
Dimitris Giannoulis,GRE,DF,Augsburg,Bundesliga,28,1995,29.4,1802,81,474,722,626,48,1802,82,29,35.4,48,58.5,845,4024,2189,60,37,12,49,13,968,164
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,Premier League,24,2000,31.1,1627,35,185,830,637,92,1627,77,31,40.3,35,45.5,923,5093,2566,69,52,13,70,44,1227,137
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
